jmdict_seq,kana,kanji,waller_definition,jlpt_level
1343030,しょはん,初版,first edition,N1
1342480,しょばつ,処罰,punishment,N1
1344140,しょひょう,書評,book review,N1
1342490,しょぶん,処分,"disposal, dealing, punishment",N1
1343560,しょみん,庶民,"masses, common people",N1
1343590,しょむ,庶務,general affairs,N1
1311410,しよう,私用,"personal use, private business",N1
1305500,しよう,仕様,"way, method, resource, remedy, (technical) specification",N1
1306280,しようにん,使用人,"employee, servant",N1
1429050,しらべ,調べ,"preparation, investigation, inspection",N1
1595070,しりあい,知り合い,acquaintance,N1
1595084,しりぞく,退く,"to retreat, to recede, to withdraw",N1
1411260,しりぞける,退ける,"to repel, to drive away",N1
1223140,しるす,記す,"to note, to write down",N1
1310060,しれい,指令,"orders, instructions, directive",N1
1411560,しろ,代,"price, materials, substitution",N1
1569740,しわ,皺,"wrinkles, creases",N1
1361480,しん,新,new,N1
1366000,しんか,進化,"evolution, progress",N1
1442480,しんがり,殿,"rear, rear unit guard",N1
1360360,しんぎ,審議,deliberation,N1
1366060,しんこう,進行,advance,N1
1361750,しんこう,新興,"rising, developing, emergent",N1
1361380,しんこう,振興,"promotion, encouragement",N1
1363100,しんこく,申告,"report, statement, filing a return, notification",N1
1361820,しんこん,新婚,newly-wed,N1
1360380,しんさ,審査,"judging, inspection, examination, investigation",N1
1364950,しんし,紳士,gentleman,N1
1366080,しんしゅつ,進出,"advance, step forward",N1
1359340,しんじゃ,信者,"believer, adherent, devotee, Christian",N1
1363810,しんじゅ,真珠,pearl,N1
1360840,しんじゅう,心中,"double suicide, lovers suicide",N1
1360720,しんじょう,心情,mentality,N1
1361960,しんじん,新人,"new face, newcomer",N1
1364730,しんせい,神聖,"holiness, sacredness, dignity",N1
1365260,しんぜん,親善,friendship,N1
1364110,しんそう,真相,"truth, real situation",N1
1362160,しんちく,新築,"new building, new construction",N1
1366150,しんてい,進呈,presentation,N1
1366160,しんてん,進展,"progress, development",N1
1364770,しんでん,神殿,"temple, sacred place",N1
1366170,しんど,進度,progress,N1
1361420,しんどう,振動,"oscillation, vibration",N1
1362270,しんにゅうせい,新入生,"freshman, first-year student",N1
1359500,しんにん,信任,"trust, confidence, credence",N1
1360410,しんばん,審判,"refereeing, trial, judgement, umpire, referee",N1
1364830,しんぴ,神秘,mystery,N1
1365930,しんぼう,辛抱,"patience, endurance",N1
1364400,しんり,真理,truth,N1
1595200,しんりゃく,侵略,"aggression, invasion, raid",N1
1365500,しんりょう,診療,"medical examination and treatment, diagnosis",N1
1366200,しんろ,進路,"course, route",N1
1317490,じかく,自覚,self-conscious,N1
2796690,じかた,地方,"area, locality, district, region, the coast",N1
1317460,じが,自我,"self, the ego",N1
1316990,じき,磁気,magnetism,N1
1316980,じき,磁器,"porcelain, china",N1
1313670,じぎょう,事業,"project, enterprise, business, industry, operations",N1
1421030,じぎょう,地形,"terrain, geographical features, topography",N1
1319180,じく,軸,"axis, stem, shaft, axle",N1
1317580,じこ,自己,"self, oneself",N1
1313910,じこう,事項,"matter, item, facts",N1
1316230,じこくひょう,時刻表,"table, diagram, chart, timetable, schedule",N1
1421090,じごく,地獄,hell,N1
1316240,じさ,時差,time difference,N1
1317750,じざい,自在,"freely, at will",N1
1317860,じしゅ,自主,"independence, autonomy",N1
1317890,じしゅ,自首,"surrender, give oneself up",N1
1318980,じしょく,辞職,resignation,N1
1317970,じしん,自信,self-confidence,N1
1314050,じぜん,事前,"prior, beforehand, in advance",N1
1318220,じそんしん,自尊心,"self-respect, conceit",N1
1315810,じぞく,持続,continuation,N1
1315200,じたい,字体,"type, font, lettering",N1
1318990,じたい,辞退,refusal,N1
1005860,じっくり,,"deliberately, carefully",N1
1321170,じっしつ,実質,"substance, essence",N1
1321260,じっせん,実践,"practice, put into practice",N1
1321360,じったい,実態,"truth, fact",N1
1321410,じっぴ,実費,"actual expense, cost price",N1
1335070,じっぷん,十分,10 minutes,N1
1320800,じつ,実,"truth, reality, sincerity, fidelity, kindness, faith, substance, essence",N1
1320950,じつぎょうか,実業家,"industrialist, businessman",N1
1595260,じつじょう,実情,"real condition, actual circumstances, actual state of affairs",N1
1318270,じてん,自転,"rotation, spin",N1
1318390,じどうし,自動詞,intransitive verb (no direct obj),N1
1421150,じぬし,地主,landlord,N1
1317310,じびか,耳鼻科,otolaryngology,N1
1421060,じもと,地元,local,N1
1324510,じゃく,弱,"weakness, the weak, little less then",N1
1324330,じゃっかん,若干,"some, few, number of",N1
1291660,じゃり,砂利,"gravel, ballast, pebbles",N1
1005970,じゃんけん,じゃん拳,rock-scissors-paper game,N1
1333910,じゅう,住,"dwelling, living",N1
1335250,じゅうぎょういん,従業員,"employee, worker",N1
1335320,じゅうじ,従事,"engaging, pursuing, following",N1
1334340,じゅうじつ,充実,"fullness, completion, perfection, substantiality, enrichment",N1
1334750,じゅうじろ,十字路,crossroads,N1
1335480,じゅうなん,柔軟,"flexible, lithe",N1
1579980,じゅうふく,重複,"duplication, repetition, overlapping, redundancy, restoration",N1
1579990,じゅうほう,重宝,"priceless treasure, convenience, usefulness",N1
1335400,じゅうらい,従来,"up to now, so far, traditional",N1
1337780,じゅく,塾,"coaching school, lessons",N1
1330400,じゅもく,樹木,"trees and shrubs, arbour",N1
1330410,じゅりつ,樹立,"establish, create",N1
1341540,じゅんきゅう,準急,local express (train slower than an express),N1
1341510,じゅんじる,準じる,"to follow, to conform, to apply to",N1
1341520,じゅんずる,準ずる,"to apply correspondingly, to correspond to, to be proportionate to, to conform to",N1
1344360,じょ,助,"help, rescue, assistant",N1
1356210,じょう,情,"feelings, emotion, passion",N1
1356740,じょう,畳,#NAME?,N1
1156390,じょう,尉,"jailer, old man, rank, company officer",N1
1355930,じょう,嬢,young woman,N1
1356690,じょう,状,shape,N1
1352590,じょうい,上位,"superior (rank not class), higher order (e.g. byte), host computer (of connected device)",N1
1352670,じょうえん,上演,performance (e.g. music),N1
1355720,じょうか,城下,land near the castle,N1
1580490,じょうかく,乗客,passenger,N1
1353020,じょうくう,上空,"sky, the skies, high-altitude sky, upper air",N1
1353260,じょうし,上司,"superior authorities, boss",N1
1580510,じょうしょ,情緒,"emotion, feeling",N1
1353450,じょうしょう,上昇,"rising, ascending, climbing",N1
1356320,じょうせい,情勢,"state of things, condition, situation",N1
1356330,じょうねつ,情熱,"passion, enthusiasm, zeal",N1
1580485,じょうふ,丈夫,"1. hero, gentleman, warrior, manly person, 2. good health, robustness, strong, solid, durable",N1
1357050,じょうほ,譲歩,"concession, conciliation, compromise",N1
1356580,じょうやく,条約,"treaty, pact",N1
1354480,じょうりく,上陸,"landing, disembarkation",N1
1356970,じょうりゅう,蒸留,distillation,N1
1345650,じょがい,除外,"exception, exclusion",N1
1580230,じょげん,助言,"advice, suggestion",N1
1345590,じょこう,徐行,going slowly,N1
1345130,じょし,女史,Ms.,N1
1344630,じょし,助詞,"particle, postposition",N1
1344750,じょどうし,助動詞,auxiliary verb,N1
1318880,じりつ,自立,"independence, self-reliance",N1
1366410,じん,人,"man, person, people",N1
1366730,じんかく,人格,"personality, character, individuality",N1
1367760,じんざい,人材,man of talent,N1
1370160,じんそく,迅速,"quick, fast, rapid, swift, prompt",N1
1368670,じんたい,人体,human body,N1
1369280,じんみん,人民,"people, public",N1
1580760,じんもく,人目,"glimpse, public gaze",N1
1371390,すいき,水気,"1. moisture, dampness, vapor, 2. dropsy, edema",N1
1371460,すいげん,水源,"source of river, fountainhead",N1
1371140,すいしん,推進,"propulsion, driving force",N1
1371760,すいせん,水洗,flushing,N1
1370790,すいそう,吹奏,playing wind instruments,N1
1371200,すいそく,推測,"guess, conjecture",N1
1371890,すいでん,水田,(water-filled) paddy field,N1
1371220,すいり,推理,"reasoning, inference, mystery or detective genre (movie novel etc.)",N1
1373050,すうし,数詞,numeral,N1
1372870,すうはい,崇拝,"worship, adoration, admiration, cult",N1
1373500,すえつける,据え付ける,"to install, to equip, to mount",N1
1373480,すえる,据える,"to set (table), to lay (foundation), to place (gun), to apply (moxa)",N1
1595560,すがすがしい,清々しい,"fresh, refreshing",N1
1195960,すぎ,過ぎ,"past, after",N1
1229030,すくい,救い,"help, aid, relief",N1
1226200,すくう,掬う,"to scoop, to ladle out",N1
1595610,すくなくとも,少なくとも,at least,N1
1430610,すぐ,直ぐ,"immediately, soon, easily, right (near), honest, upright",N1
1256110,すこやか,健やか,"vigorous, healthy, sound",N1
1581550,すすぐ,濯ぐ,"to rinse, to wash out",N1
1365960,すすみ,進み,progress,N1
1210900,すすめ,勧め,"recommendation, advice, encouragement",N1
1373610,すそ,裾,"(trouser) cuff, (skirt) hem, cut edge of a hairdo, foot of mountain",N1
1472020,すたれる,廃れる,"to go out of use, to become obsolete, to die out, to go out of fashion",N1
1304280,すっぱい,酸っぱい,"sour, acid",N1
1397350,すてき,素敵,"lovely, dreamy, beautiful, great, fantastic, superb, cool, capital",N1
1404100,すなわち,即ち,"that is, namely, i.e.",N1
1006180,すばしこい,,"nimble, smart, quick",N1
1397310,すばやい,素早い,"fast, quick, prompt, agile",N1
1295030,すます,済ます,"to finish, to get it over with, to settle, to conclude, to pay back",N1
1373650,すます,澄ます,"to clear, to make clear, to be unruffled, to look unconcerned, to look demure, look prim, put on airs",N1
1610020,すまない,済まない,sorry (phrase),N1
1295060,すみません,済みません,"sorry, excuse me",N1
2837102,すめらぎ,天皇,Emperor of Japan,N1
1657910,すり,刷り,printing,N1
1581900,する,剃る,to shave,N1
1298930,すれちがい,擦れ違い,chance encounter,N1
1595920,すれちがう,すれ違う,"to pass by one another, to disagree, to miss each other",N1
1595930,すれる,擦れる,"to rub, to chafe, to wear, to become sophisticated",N1
1006320,すんなり,,"pass with no objection, slim, slender",N1
1595940,ずうずうしい,図々しい,"impudent, shameless",N1
1006400,ずばり,,"decisively, decidedly, once and for all, unreservedly, frankly",N1
1006410,ずぶぬれ,ずぶ濡れ,"soaked, dripping wet",N1
1006430,ずらっと,,"in a line, in a row",N1
1006440,ずるずる,,"sound or act of dragging, loose, inconclusive but unwanted situation, trailingly",N1
1006450,ずれ,,"gap, slippage",N1
1374620,せい,制,"system, organization, imperial command, laws, regulation, control, government, suppression, restraint, holdin",N1
1380580,せい,製,"-made, make",N1
1378800,せいいく,生育,"growth, development, breeding",N1
1375650,せいか,成果,"results, fruits",N1
1376740,せいかい,正解,"correct, right, correct interpretation (answer solution)",N1
1376850,せいき,正規,"regular, legal, formal, established, legitimate",N1
1376910,せいぎ,正義,"justice, right, righteousness, correct meaning",N1
1378920,せいけい,生計,"livelihood, living",N1
1375930,せいけん,政権,"administration, political power",N1
1379900,せいこう,精巧,"elaborate, delicate, exquisite",N1
1374800,せいさい,制裁,"restraint, sanctions, punishment",N1
1375950,せいさく,政策,"political measures, policy",N1
1378210,せいさん,清算,"liquidation, settlement",N1
1376360,せいざ,星座,constellation,N1
1379060,せいし,生死,life and death,N1
1381870,せいし,静止,"stillness, repose, standing still",N1
1381550,せいしゅん,青春,"youth, springtime of life, adolescent",N1
1380340,せいしょ,聖書,"Bible, scriptures",N1
1381180,せいじつ,誠実,"sincere, honest, faithful",N1
1375730,せいじゅく,成熟,"maturity, ripeness",N1
1378230,せいじゅん,清純,"purity, innocence",N1
1377390,せいじょう,正常,"normalcy, normality, normal",N1
1374630,せいする,制する,"to control, to command, to get the better of",N1
1376200,せいぜん,整然,"orderly, regular, well-organized, trim, accurate",N1
1379810,せいそう,盛装,"be dressed up, wear rich clothes",N1
1379820,せいだい,盛大,"grand, prosperous, magnificent",N1
1378350,せいだく,清濁,"good and evil, purity and impurity",N1
1374870,せいてい,制定,"enactment, establishment, creation",N1
1381940,せいてき,静的,static,N1
1380720,せいてつ,製鉄,iron manufacture,N1
1376550,せいてん,晴天,fine weather,N1
1377660,せいとう,正当,"just, justifiable, right, due, proper, equitable, reasonable, legitimate, lawful",N1
1375830,せいねん,成年,"majority, adult age",N1
1374940,せいふく,制服,uniform,N1
1375230,せいふく,征服,"conquest, subjugation, overcoming",N1
1380810,せいほう,製法,"manufacturing method, recipe, formula",N1
1380190,せいみつ,精密,"precise, exact, detailed, minute, close",N1
1380540,せいめい,声明,"declaration, statement, proclamation",N1
1375210,せいめい,姓名,full name,N1
1374970,せいやく,制約,"limitation, restriction, condition, constraints",N1
1379580,せいり,生理,"physiology, menses",N1
1375150,せいりょく,勢力,"influence, power, might, strength, potency, force, energy",N1
1376300,せいれつ,整列,"stand in a row, form a line",N1
1228580,せかす,急かす,"to hurry, to urge on",N1
