english_word,part_of_speech,german,cefr_level,guideword,topic
experienced,adjective,erfahren,B1,,people: personality
experiment,noun,Experiment,B1,,people: actions
experiment,verb,Experiment,B2,TRY,people: actions
experiment,verb,Experiment,C2,DO TESTS,
experimental,adjective,Experimental-,C2,,
expert,noun,Experte,B1,,"people: personality, work"
expert,adjective,Experte,B2,,people: personality
expire,verb,erlöschen,C2,,
explain,verb,erklären,A2,,communication
explanation,noun,Erläuterung,B1,,communication
explicit,adjective,explizit,C2,SHOWING SEX,
explicit,adjective,explizit,C2,CLEAR,
explode,verb,explodieren,B1,,
exploit,verb,ausbeuten,B2,USE UNFAIRLY,people: actions
exploit,verb,ausbeuten,B2,USE WELL,people: actions
exploration,noun,Erforschung,C1,,
explore,verb,erkunden,B1,LOOK AROUND,people: actions
explore,verb,erkunden,B2,LOOK INTO,people: actions
explosion,noun,Explosion,B2,BOMB,
explosion,noun,Explosion,C1,INCREASE,
explosive,adjective,explosiv,C2,SITUATION,
explosive,adjective,explosiv,C2,EQUIPMENT,
explosive,noun,explosiv,C2,,
export,verb,Export,B2,,"people: actions, shopping, work"
export,noun,Export,B2,,shopping
expose,verb,exponieren,B2,MAKE PUBLIC,communication
exposure,noun,Belichtung,C1,,
express,verb,äußern,B2,,communication
expression,noun,Ausdruck,B2,LOOK,"body and health, communication"
expression,noun,Ausdruck,B2,PHRASE,communication
expression,noun,Ausdruck,B2,SHOWING THOUGHTS,communication
expressive,adjective,ausdrucksvoll,C2,,people: personality
exquisite,adjective,exquisit,C2,,
extend,verb,verlängern,B2,MAKE BIGGER,people: actions
extend,verb,verlängern,B2,MAKE LAST,
"extend from/into/over, etc.",phrase,sich von/in/über usw. erstrecken.,C2,,
extension,noun,Verlängerung,B2,EXTRA TIME,
extension,noun,Verlängerung,B2,TELEPHONE,"communication, technology"
extension,noun,Verlängerung,B2,DEVELOPMENT,
extensive,adjective,umfangreich,B2,,describing things
extent,noun,Ausmaß,B2,SIZE,describing things
exterior,noun,außen,C1,,
external,adjective,extern,B2,OUTSIDE,
external,adjective,extern,B2,FROM A DIFFERENT PLACE,
extinct,adjective,ausgestorben,C1,,"animals, natural world"
extinction,noun,Aussterben,C1,,"animals, natural world"
extra,adjective,Extra,A2,,describing things
extra,adverb,Extra,B1,,describing things
extra,noun,Extra,B1,ANOTHER THING,describing things
extra,noun,Extra,C1,ACTOR,arts and media
extract,verb,Extrakt,B2,,people: actions
extract,noun,Extrakt,B2,,"arts and media, communication"
extraordinarily,adverb,außerordentlich,B2,,communication
extraordinary,adjective,außergewöhnlich,B1,,describing things
extravagant,adjective,extravagant,C2,,money
extreme,adjective,extrem,B2,SERIOUS,
extreme,adjective,extrem,B2,VERY LARGE,describing things
extreme,adjective,extrem,C2,OPINIONS,politics
extremely,adverb,äußerst,B1,,communication
extreme sports,noun,Extremsportarten,B1,,shopping
extremist,noun,Extremist,C2,,politics
extrovert,noun,extrovertiert,C1,,people: personality
eye,noun,Auge,A1,BODY PART,body and health
eyebrow,noun,Augenbraue,B2,,body and health
eye contact,phrase,Blickkontakt,C2,,
eyelash,noun,Wimper,B2,,body and health
eyelid,noun,Augenlid,B2,,body and health
eyesight,noun,Sehvermögen,B2,,body and health
fabric,noun,Stoff,C1,,
fabulous,adjective,fabelhaft,C1,,describing things
face,noun,Gesicht,A1,HEAD,body and health
face,verb,Gesicht,B2,PROBLEM,
face,verb,Gesicht,B1,DIRECTION,people: actions
face,verb,Gesicht,B2,ACCEPT,people: personality
face the music,phrase,Stelle dich der Musik,C1,IDIOM,
face to face,adverb,von Angesicht zu Angesicht,B1,,
face-to-face,adjective,von Angesicht zu Angesicht,B1,,
face up to sth,phrasal verb,sich stellen,B2,,people: personality
facial,adjective,Gesichts-,C2,,body and health
facilitate,verb,erleichtern,C1,,
facilities,noun,Einrichtungen,B1,,buildings
facility,noun,Einrichtung,B2,,
fact,noun,Tatsache,A2,TRUE THING,
fact,noun,Tatsache,B2,REAL THINGS,
factor,noun,Faktor,B2,,
factory,noun,Fabrik,A1,,"buildings, work"
fade,verb,verblassen,B2,,
fade away,phrasal verb,verblassen,B2,,
fail,verb,scheitern,A2,EXAM,education
fail,verb,scheitern,B2,NOT SUCCEED,
fail,verb,scheitern,B2,STOP WORKING,technology
fail to do sth,phrase,scheitern,B2,,people: actions
failure,noun,Versagen,B2,NO SUCCESS,
failure,noun,Versagen,B2,STOP WORKING,technology
failure to do sth,phrase,"Versäumnis, es zu tun",B2,,
faint,adjective,schwach,B2,SLIGHT,describing things
faint,verb,schwach,B2,,body and health
fair,adjective,gerecht,A2,HAIR/SKIN,people: appearance
fair,adjective,gerecht,B1,EQUAL,
fair,adjective,gerecht,B1,REASONABLE,
fair,adjective,gerecht,C1,AVERAGE,
fair,noun,gerecht,B1,EVENT,
fair,noun,gerecht,C1,SHOW OF GOODS/SERVICES,
fair enough,phrase,fair genug,B2,,communication
fairly,adverb,ziemlich,B1,QUITE,describing things
fairly,adverb,ziemlich,B2,IN THE RIGHT WAY,
fairness,noun,Fairness,C1,,
fair play,phrase,Fair Play,C2,,
faith,noun,Glaube,B2,TRUST,people: personality
faith,noun,Glaube,B2,STRONG BELIEF,
faith,noun,Glaube,B2,RELIGION,
faithful,adjective,treu,B2,LOYAL,"people: personality, relationships"
faithful,adjective,treu,C2,RELATIONSHIP,
faithful,adjective,treu,C2,NOT CHANGED,
fake,adjective,gefälscht,C1,,describing things
fake,noun,gefälscht,C2,COPY,describing things
fake,noun,gefälscht,C2,PERSON,people: personality
fake,verb,gefälscht,C2,COPY,
fake,verb,gefälscht,C2,PRETEND,
fall,verb,fallen,A2,MOVE DOWN,people: actions
fall,verb,fallen,B1,BECOME LOWER,
fall,verb,fallen,C2,BE DEFEATED,
fall,verb,fallen,C2,BECOME WORSE,
fall,verb,fallen,C2,HANG DOWN,
fall,noun,fallen,B1,LOWER AMOUNT,
fall,noun,fallen,B2,MOVEMENT,
fall,noun,fallen,C1,DEFEAT,
fall apart,phrasal verb,auseinander fallen,B2,BREAK,
fall apart,phrasal verb,auseinander fallen,B2,HAVE PROBLEMS,
fall asleep/ill,phrase,einschlafen/krank,B1,,people: actions
fall back on sb/sth,phrasal verb,auf etw. zurückgreifen,C2,,
fall down,phrasal verb,hinfallen,B1,,people: actions
fall flat,phrase,verpuffen,C1,,
fall flat on your face,phrase,Fallen Sie flach auf Ihr Gesicht,B2,,
fall for sb,phrasal verb,Verliebe dich,B2,,"people: actions, people: personality, relationships"
fall in love,phrase,verliebe dich,B1,,"people: actions, relationships"
fall into place,phrase,passen zusammen,C2,IDIOM,
fall on deaf ears,phrase,stoßen auf taube Ohren,C2,IDIOM,
fall out,phrasal verb,ausfallen,B2,,"people: actions, people: personality, relationships"
fall over,phrasal verb,umfallen,B1,,people: actions
fall prey to sth,phrase,zum Opfer fallen,C2,,
fall short of sth,phrase,unterschreiten,C2,,
fall through,phrasal verb,durchfallen,B2,,
false,adjective,FALSCH,B1,NOT CORRECT,describing things
false,adjective,FALSCH,B2,NOT REAL,describing things
false,adjective,FALSCH,C1,NOT SINCERE,people: personality
fame,noun,Ruhm,B2,,people: personality
familiar,adjective,vertraut,B1,EASY TO RECOGNIZE,
familiarize sb/yourself with sth,phrase,sich vertraut machen mit,C2,,
family,noun,Familie,A1,RELATED PEOPLE,relationships
family,noun,Familie,B1,CHILDREN,relationships
"family/private/sex, etc. life",phrase,Familie/Privat/Sex usw. Leben,B1,,
famine,noun,Hungersnot,C2,,
famous,adjective,berühmt,A1,,people: personality
fan,noun,Lüfter,A2,PERSON,"arts and media, people: personality, shopping"
fan,noun,Lüfter,B1,MACHINE/OBJECT,
fanatic,noun,Fanatiker,C2,,people: personality
fancy,verb,schick,B1,WANT,people: personality
fancy,verb,schick,B2,PERSON,relationships
fancy,verb,schick,C2,SURPRISE,
fantastic,adjective,fantastisch,A2,,describing things
fantastically,adverb,fantastisch,B2,,communication
fantasy,noun,Fantasie,B2,,
far,adverb,weit,A2,DISTANCE,
far,adverb,weit,B2,VERY MUCH,communication
far,adjective,weit,B2,DISTANT,
faraway,adjective,weit weg,C2,LONG DISTANCE,
fare,noun,Fahrpreis,B1,,"money, travel"
far from doing sth,phrase,"weit davon entfernt, es zu tun",C2,,
far from it,phrase,weit davon entfernt,C1,,
far from sth,phrase,weit davon entfernt,C1,,
farm,noun,Bauernhof,A1,,buildings
farmer,noun,Bauer,A2,,work
farming,noun,Landwirtschaft,B1,,work
fascinate,verb,faszinieren,C1,,
fascinated,adjective,fasziniert,B2,,people: personality
fascinating,adjective,faszinierend,B2,,people: personality
fascination,noun,Faszination,C1,,
fashion,noun,Mode,A2,POPULAR STYLE,"clothes, people: appearance"
fashion,noun,Mode,B1,BUSINESS,"clothes, work"
fashionable,adjective,modisch,B1,,"clothes, people: appearance"
fast,adjective,schnell,A1,,
fast,adverb,schnell,A2,,
fast,adverb,schnell,C2,FIRMLY,
fast asleep,phrase,tief und fest schlafend,C2,,
fasten,verb,befestigen,B1,CLOSE/FIX,people: actions
"fasten sth on/to/together, etc.",phrase,an/an/zusammen befestigen usw.,B2,,people: actions
fast food,noun,Fastfood,A2,,food and drink
fat,adjective,fett,A1,,people: appearance
fat,noun,fett,B2,,food and drink
fatal,adjective,tödlich,B2,CAUSING DEATH,body and health
fatal,adjective,tödlich,B2,SERIOUS,
fate,noun,Schicksal,B2,WHAT HAPPENS,
fate,noun,Schicksal,B2,POWER,
father,noun,Vater,A1,,relationships
father-in-law,noun,Schwiegervater,B2,,relationships
fatty,adjective,fettig,C1,,food and drink
fault,noun,Fehler,B2,PROBLEM,
fault,noun,Fehler,B2,BAD QUALITY,
faultless,adjective,einwandfrei,C2,,describing things
faulty,adjective,fehlerhaft,B2,,describing things
favour,noun,favorisieren,B1,HELP,
favour,verb,favorisieren,C2,,
favourable,adjective,günstig,B2,LIKING,people: personality
favourable,adjective,günstig,C2,CONDITIONS,
favourite,adjective,Favorit,A1,,people: personality
favourite,noun,Favorit,B1,LIKED BEST,people: personality
favourite,noun,Favorit,C2,LIKELY TO WIN,shopping
fax,verb,Fax,B1,,"communication, technology"
fear,noun,Furcht,B1,BAD FEELING,people: personality
fear,verb,Furcht,B2,BE WORRIED,people: personality
fear,verb,Furcht,B2,BE FRIGHTENED OF,people: personality
fearful,adjective,ängstlich,C2,,people: personality
fearless,adjective,furchtlos,C2,,people: personality
fear the worst,phrase,fürchte das Schlimmste,C2,,people: personality
feasible,adjective,machbar,C1,,
feast,noun,Fest,C1,,food and drink
feast on sth,phrasal verb,schlemmen,C2,,"food and drink, people: actions"
feat,noun,feat,C2,,
feather,noun,Feder,B2,,animals
feature,noun,Besonderheit,B2,PART,
feature,noun,Besonderheit,B2,FACE,people: appearance
feature,noun,Besonderheit,C2,NEWSPAPER,arts and media
feature,verb,Besonderheit,B2,,
February,noun,Februar,A1,,
fed up,adjective,satt,B2,,people: personality
fee,noun,Gebühr,B1,,money
feeble,adjective,schwach,C2,WEAK,body and health
feeble,adjective,schwach,C2,NOT GOOD,describing things
feed,verb,füttern,B1,GIVE FOOD,"food and drink, people: actions"
feed,verb,füttern,C1,SUPPLY,
feed,verb,füttern,C1,EAT FOOD,
feedback,noun,Rückmeldung,B2,,communication
feel,verb,fühlen,A1,EXPERIENCE,"body and health, people: personality"
feel,verb,fühlen,B1,THINK/HAVE OPINION,people: personality
feel,verb,fühlen,B2,TOUCH,"body and health, people: actions"
feel,verb,fühlen,B2,BE AWARE,people: personality
feel at home,phrase,Fühlen Sie sich wie zu Hause,B1,,
feel bad about sth/doing sth,phrase,fühle mich schlecht dabei/tun,B1,,people: personality
feel compelled to do sth,phrase,fühle mich dazu gezwungen,C1,,
"feel different/strange, etc.",phrase,fühle mich anders/seltsam usw.,B2,,people: personality
feel faint,phrase,fühle mich schwach,C2,,body and health
feeling,noun,Gefühl,B1,EMOTION,people: personality
feeling,noun,Gefühl,B1,IDEA,people: personality
feeling,noun,Gefühl,B1,PHYSICAL SENSE,body and health
feeling,noun,Gefühl,B2,OPINION,people: personality
feelings,phrase,Gefühle,B1,,people: personality
feel like/as if,phrase,fühlen wie/als ob,B1,,people: personality
feel like sb/sth,phrase,Lust auf etw. haben,B1,,people: personality
feel like sth/doing sth,phrase,Lust/tun,B1,,people: personality
feel sorry for,phrase,tut mir Leid,B1,,people: personality
fellow,adjective,Gefährte,B2,,relationships
female,adjective,weiblich,B1,,"animals, people: appearance"
female,noun,weiblich,B2,,"animals, people: appearance"
feminine,adjective,feminin,C1,,
fence,noun,Zaun,B2,,buildings
fend for yourself,phrasal verb,für dich selbst sorgen,C2,,
ferry,noun,Fähre,B1,,travel
fertile,adjective,fruchtbar,C2,,natural world
festival,noun,Festival,B1,PERFORMANCES,arts and media
festival,noun,Festival,B1,CELEBRATION,
fetch,verb,bringen,B1,,people: actions
fever,noun,Fieber,C2,EXCITEMENT,
fever,noun,Fieber,B1,ILLNESS,body and health
few,determiner,wenige,B1,NOT MANY,describing things
few and far between,phrase,selten und weit voneinander entfernt,C2,,
fibre,noun,Faser,C1,,food and drink
fiction,noun,Fiktion,C1,NOT TRUE,
fiction,noun,Fiktion,B1,STORIES,arts and media
fictional,adjective,fiktiv,C2,,
field,noun,Feld,A2,LAND,natural world
field,noun,Feld,B1,SPORTS GROUND,shopping
field,noun,Feld,B2,AREA OF STUDY,education
field,noun,Feld,C2,IN RACE/BUSINESS,
field,noun,Feld,C2,CONTAINING SUBSTANCE,
fierce,adjective,erbittert,B2,VIOLENT,people: personality
fierce,adjective,erbittert,B2,FEELING,people: personality
fierce,adjective,erbittert,B2,STRONG,describing things
fifteen,number,fünfzehn,A1,,
fifth,noun,fünfte,B1,,
fifth,number,fünfte,A2,,
fifty,number,fünfzig,A2,,
fight,verb,kämpfen,B1,USE FORCE,people: actions
fight,verb,kämpfen,B2,JOIN WAR,people: actions
fight,verb,kämpfen,B2,TRY TO STOP,people: actions
fight,verb,kämpfen,B2,ARGUE,communication
fight,verb,kämpfen,B2,TRY TO ACHIEVE,people: actions
fight,noun,kämpfen,B1,PHYSICAL FORCE,people: actions
fight,noun,kämpfen,B2,EFFORT,people: actions
fight,noun,kämpfen,B2,ARGUMENT,communication
fighting,noun,Kampf,B2,,people: actions
figure,noun,Figur,B1,NUMBER,communication
figure,noun,Figur,B1,BODY SHAPE,"body and health, people: appearance"
figure,noun,Figur,B2,TYPE OF PERSON,people: personality
figure,noun,Figur,B2,PERSON,people: appearance
figure,noun,Figur,C1,AMOUNT,
figure,noun,Figur,C1,PICTURE,
figure,verb,Figur,C2,THINK,
figure out sth/sb or figure sth/sb out,phrasal verb,find/sb oder find/sb out,B2,,people: personality
file,noun,Datei,A2,COMPUTER,technology
file,noun,Datei,A2,INFORMATION,communication
fill,verb,füllen,B1,TAKE SPACE,
fill,verb,füllen,A2,MAKE FULL,people: actions
fill,verb,füllen,B1,BE NOTICEABLE,
fill,verb,füllen,C1,JOB,"people: actions, work"
fill a need/gap/demand,phrase,ein Bedürfnis/eine Lücke/eine Nachfrage füllen,C2,,
fill in/out sth or fill sth in/out,phrasal verb,ausfüllen/ausfüllen oder ausfüllen/ausfüllen,A2,,"communication, people: actions"
"fill sb with anger/joy/pride, etc.",phrase,voller Wut/Freude/Stolz usw.,B2,,people: personality
fill up (sth) or fill (sth) up,phrasal verb,(etw) auffüllen oder (etw) auffüllen,B1,,people: actions
film,noun,Film,A1,MOVING PICTURES,arts and media
film,noun,Film,C2,LAYER,
film,verb,Film,B1,,"arts and media, people: actions"
film-maker,noun,Filmemacher,B1,,"arts and media, work"
filter,verb,Filter,C2,,
filter,noun,Filter,C2,,
"filter down/in/through, etc.",phrase,Filter nach unten/nach innen/durch usw.,C2,,
"filter down/through/out, etc.",phrase,Filter nach unten/durch/aus usw.,C2,,
filthy,adjective,schmutzig,C1,DIRTY,describing things
filthy,adjective,schmutzig,C1,OFFENSIVE,
final,adjective,Finale,A2,LAST,
final,adjective,Finale,C2,NO MORE DISCUSSION,
final,noun,Finale,B1,,shopping
finally,adverb,Endlich,A2,AFTER A LONG TIME,
finally,adverb,Endlich,B1,LAST POINT,communication
finance,noun,Finanzen,B2,CONTROL OF MONEY,money
finance,verb,Finanzen,B2,,"money, people: actions"
financial,adjective,finanziell,B1,,money
financially,adverb,finanziell,B2,,money
find,verb,finden,A1,DISCOVER WHEN SEARCHING,people: actions
find,verb,finden,A2,DISCOVER BY CHANCE,people: actions
find,verb,finden,B1,BECOME AWARE,
find common ground,phrase,Gemeinsamkeiten finden,C2,IDIOM,
find fault with sb/sth,phrase,etwas bemängeln / etw. bemängeln,C2,,
find out (sth) or find (sth) out,phrasal verb,(etw) herausfinden oder (etw) herausfinden,A2,,people: actions
find sb guilty/not guilty,phrase,für schuldig/nicht schuldig erklären,B2,,crime
"find sb/sth easy/boring/funny, etc.",phrase,etw leicht/langweilig/lustig finden usw.,B1,,people: personality
"find the money/time, etc.",phrase,Finden Sie das Geld/die Zeit usw.,B1,,
find yourself somewhere/doing sth,phrase,Finden Sie sich irgendwo/tun,B2,,
fine,adjective,Bußgeld,A1,WELL,body and health
fine,adjective,Bußgeld,A2,GOOD ENOUGH,describing things
fine,adjective,Bußgeld,B1,SUNNY,natural world
fine,adjective,Bußgeld,B2,EXCELLENT,describing things
fine,adjective,Bußgeld,C2,THIN,describing things
fine,noun,Bußgeld,B1,,"crime, money"
fine,verb,Bußgeld,B2,,"crime, money, people: actions"
fine,adverb,Bußgeld,B2,,describing things
finely,adverb,fein,B2,,
finger,noun,Finger,A2,ON HAND,body and health
fingernail,noun,Fingernagel,B2,,body and health
finish,verb,beenden,A1,END,
finish,verb,beenden,A1,COMPLETE,people: actions
finish,verb,beenden,B1,USE COMPLETELY,people: actions
finish,noun,beenden,B1,LAST PART,
"finish first/second, etc.",phrase,Erster/Zweiter werden usw.,B1,,shopping
finish off (sth) or finish (sth) off,phrasal verb,(etw) erledigen oder (etw) erledigen,C1,,people: actions
finish with sb,phrasal verb,Schluss mit,B2,,"people: actions, relationships"
finite,adjective,endlich,C2,,
fire,noun,Feuer,A2,FLAMES,
fire,noun,Feuer,B1,NATURAL HEAT,
fire,noun,Feuer,C2,SHOOTING,
fire,verb,Feuer,B2,SHOOT,people: actions
fire,verb,Feuer,B2,REMOVE FROM A JOB,"people: actions, work"
fire brigade,noun,Feuerwehr,B2,,
firefighter,noun,Feuerwehrmann,B1,,work
fireplace,noun,Kamin,C2,,
fire sb's imagination,phrase,Die Fantasie des Feuers,C2,,
fire station,noun,Feuerwache,B1,,buildings
firework,noun,Feuerwerk,B1,,
firm,adjective,Firma,B2,FIXED,
firm,adjective,Firma,B2,NOT SOFT,describing things
firm,adjective,Firma,C2,STRICT,people: personality
firm,adjective,Firma,C2,STRONG,
firm,noun,Firma,B1,,work
firmly,adverb,fest,B2,CERTAINLY,
firmly,adverb,fest,B2,STRONGLY,
first,adjective,Erste,A1,BEFORE,
first,adjective,Erste,A2,IMPORTANT,
first,adverb,Erste,A1,BEFORE,
first,adverb,Erste,A2,BEGINNING A SERIES,
first,adverb,Erste,B1,FIRST TIME,
first and foremost,phrase,in erster Linie,C1,,
first-floor,adjective,Erster Stock,B1,,buildings
first language,noun,Muttersprache,B2,,communication
firstly,adverb,erstens,B2,,communication
first name,noun,Vorname,A2,,
first of all,phrase,Erstens,A2,,
"first/second/third, etc. gear",phrase,erster/zweiter/dritter usw. Gang,B2,,travel
"first/second/third/final, etc., round",phrase,erste/zweite/dritte/letzte usw. Runde,B2,,shopping
first-/second-/third-rate,phrase,Erst-/Zweit-/Drittklassig,C1,,
fish,noun,Fisch,A1,ANIMAL,animals
