Rank,Hebrew,English,Pronunciation
1738,הופיעו,appeared / performed (pl.),hofi'u
1739,האנושי,the humane (m.s.),ha'enoshi
1740,משתנה,varies / changes (m.s.) / variant (stat.),mishtane
1741,מרוב,from most / of most / so many,merov
1742,עיניו,his eyes,einav
1743,שמש,sun,shemesh
1743,שמש,attendant,shamash
1744,הטובה,the good (f.s.) / the favor,hatova
1745,ואשר,and that / and regarding,va'asher
1746,קרן,beam / ray / fund / horn / bugle,keren
1747,חולים,patients / sick (m.pl.),kholim
1748,משפחות,families,mishpakhot
1749,יכולות,abilities / capabilities,yekholot
1750,להניח,to assume / to place,lehani'akh
1751,קיבלה,received / accepted (f.s.),kibla
1752,בסדרה,in a series,besidra
1752,בסדרה,in the series,basidra
1753,הכלכלי,the economic (m.s.),hakalkali
1754,מחנות,camps / groups,makhanot
1754,מחנות,park (f.pl.),makhnot
1755,יחידה,unit / squad / only / single,yekhida
1756,ידועים,known (m.pl.),yedu'im
1757,ורבים,and many,verabim
1757,ורבים,and fight (m.pl.),veravim
1758,כחול,blue (m.s.),kakhol
1759,דרש,required / demanded / preached / interpreted (m.s.),darash
1760,במילים,in words,bemilim
1760,במילים,in the words,bamilim
1761,בגוף,in a body,beguf
1761,בגוף,in the body,baguf
1762,החזית,the front / the frontier,hakhazit
1763,שטחי,areas of / fields of / territories of,shitkhei
1763,שטחי,superficial,shitkhi
1764,מדרום,from the south,midarom
1765,לקיים,to hold / to fulfill / to carry out / to maintain,lekayem
1766,הידועים,the known (m.pl.),hayedu'im
1767,עקרונות,principles,ekronot
1768,יצירת,formation of / creation of / artistic work of / composition of,yetsirat
1769,להצלחה,for success,lehatslakha
1769,להצלחה,for the success,lahatslakha
1770,מהמאה,from the century,mehame'a
1771,שימור,conservation,shimur
1772,עקרון,principle,ikaron
1773,המסורת,the tradition,hamasoret
1774,האנושית,the humane (f.s.),ha'enoshit
1775,הפרעות,disturbances / interferences / interruptions,hafra'ot
1776,החיל,applied (m.s.),hekhil
1776,החיל,the corps,hakhayil
1777,מופיעה,appears / performs (f.s.),mofi'a
1778,הלווייתן,the whale,halivyatan
1779,מצאתי,I found,matsati
1780,נשמע,sounds / sounded (m.s.) / we will hear,nishma
1781,יושב,sit (m.s.),yoshev
1782,יהיו,will be (pl.),yihiyu
1783,שיכול,who/that can,sheyakhol
1784,התחתון,the bottom / the lower / the inferior (m.s.),hatakhton
1785,האחרות,the other (f.pl.) / the others (f.),ha'akherot
1786,איום,threat,iyum
1786,איום,terrible / horrible (m.s.),ayom
1787,משחקים,games,miskhakim
1787,משחקים,play (m.pl.),mesakhakim
1788,מהלך,move / step / distance,mahalakh
1789,להוכיח,to prove,lehokhi'akh
1790,בסך,in procession,basakh
1790,בסך,total / only,besakh [hakol]
1791,שנעשה,that was done,shena'asa
1792,האב,the father,ha'av
1793,ביניהן,between them (f.),beynehen
1794,למשך,for a period of,lemeshekh
1795,לרבות,to/for many (f.pl.) / including,lerabot
1796,ובעיקר,and mainly / and principally / and especially,uve'ikar
1797,הטבעי,the natural (m.s.),hativ'i
1798,סדרה,series,sidra
1799,איתי,with me,iti
1800,הטבח,the cook,hatabakh
1800,הטבח,the slaughter,hatevakh
1801,המערב,the west,hama'arav
1802,נשלחו,were sent (pl.),nishlekhu
1803,בראשות,headed by / led by,berashut
1804,צבאית,military (f.s.),tsva'it
1805,פוליטי,political (m.s.),politi
1806,החוקרים,the investigators / the researchers,hakhokrim
1807,התלמוד,the learning / the Talmud,hatalmud
1808,עליך,on you / about you (m.s.),alekha
1808,עליך,on you / about you (f.s.),alaikh
1809,הצעירה,the young (f.s.),hatse'ira
1810,לחשוב,to think,lakhshov
1811,לכתוב,to write,likhtov
1812,מוקדם,early / preliminary (m.s.),mukdam
1813,לילה,night,laila
1814,שכבר,that already,shekvar
1815,במחיר,at a price,bimkhir
1816,מאמר,article / saying,ma'amar
1817,השוק,the market,hashuk
1817,השוק,"the shock / the leg (e.g., chicken)",hashok
1818,אמור,supposed (m.s.),amur
1819,לתפקיד,for a role / for the role of,letafkid
1819,לתפקיד,for the role,latafkid
1820,שנקרא,that/who is called (m.s.),shenikra
1821,בהצלחה,good luck / successfully,behatslakha
1822,בסיפור,in a story,besipur
1822,בסיפור,in the story,basipur
1823,טוענים,claim / argue / charge / load (m.pl.),to'anim
1824,מיוחדת,special (f.s.),meyukhedet
1825,מידה,measure / size / quality,mida
1826,תקווה,hope,tikva
1827,ואחרים,and other (m.pl.) / and others (m.),ve'akherim
1828,חשובים,important (m.pl.),khashuvim
1829,זהב,gold,zahav
1830,הינה,she is / is (f.),hina
1831,ביקר,visited / criticized,biker
1832,מזו,from this (f.),mizo
1833,מהיר,fast / rapid / quick (m.s.),mahir
1834,יימס,will dissolve,yimas
1835,למדינה,to/for a state,lemdina
1835,למדינה,to/for the state,lamedina
1836,לשחק,to play,lesakhek
1837,שירת,served (m.s.),sherat
1838,שלט,ruled (m.s.),shalat
1838,שלט,sign,shelet
1839,שהביא,that/who brought (m.s.),shehevi
1840,המשחקים,the games,hamiskhakim
1841,הוראה,order / instruction,hora'a
1842,הרחובות,the streets,harkhovot
1843,בחברה,in a company / in a society,bekhevra
1843,בחברה,in the conpany / in the society,bakhevra
1844,קצינים,officers,ktsinim
1845,המקומיים,the local (m.pl.),hamekomiyim
1846,מתן,giving,matan
1847,יסודות,foundations / bases,yesodot
1848,לפיה,according to her / to her mouth,lefiha
1849,הנהגת,leadership of,hanhagat
1850,הבולטים,the protruding / that/who stand out (m.pl.),haboltim
1851,הסרטים,the movies / the ribbons/strips,hasratim
1852,המנדט,the mandate,hamandat
1853,אותנו,us,otanu
1854,לקחת,to take,lakakhat
1855,הולך,walk / go (m.s.),holekh
1856,נראתה,was seen / looked (f.s.),nir'ata
1857,לנסות,to try,lenasot
1858,נהרג,was killed,neherag
1859,נבחרת,team / elected / selected (f.s.),nivkheret
1860,הנבחרת,the team / the elected / the selected (f.s.),hanivkheret
1861,זוהי,this is (f.),zohi
1862,המסחר,the commerce / the trade,hamiskhar
1863,הקו,the line,hakav
1864,העניק,gave (m.s.),he'enik
1865,לבני,for my son,livni
1866,קצב,rhythm,ketsev
1866,קצב,butcher,katsav
1867,המשך,continuation,hemshekh
1868,מאפשר,enables / facilitates (m.s.),me'afsher
1869,מהווים,are / constitute (m.pl.),mehavim
1870,ומספר,and a number,umispar
1871,המזרח,the east,hamizrakh
1872,התקיים,existed / took place / was held (m.s.),hitkayem
1873,הוציאה,she spent / she took out / she published,hotsi'a
1874,העולים,the rising / the increasing / the climbing / the immigrants (m.pl.),ha'olim
1875,הדרכים,the ways / the roads,hadrakhim
1876,דמוקרטית,democratic (f.pl.),demokratit
1877,גשר,bridge,gesher
1878,טרור,terror,teror
1879,נמשכה,lasted / was pulled / was attracted / was withdrawn (f.s.),nimshekha
1880,נחשבת,is considered,nekhshevet
1881,המשלוח,the shipment / the delivery,hamishlo'akh
1882,צפונה,to the north,tsafona
1883,שכונה,neighborhood,shkhuna
1884,פרוץ,broken open,paruts
1885,הרומית,the roman (f.s.),haromit
1886,לים,to the sea,layam
1887,קשרים,ties / bonds / links / connections,ksharim
1888,חזקה,strong (f.s.) / possession / power (math.),khazaka
1889,אוכלוסיית,population of,ukhlusiyat
1890,הטלוויזיה,the television,hatelevizya
1891,שיחק,played (m.s.),sikhek
1892,החלוקה,the division,hakhaluka
1893,האקלים,the climate,ha'aklim
1894,הארגונים,the organizations,ha'irgunim
1895,ההסתדרות,the Histadrut (the General Federation of Laborers in Israel),hahistadrut
1896,פועלי,workers of,po'alei
1897,אופניים,bicycle,ofanayim
1898,מתרחשת,happens (f.s.),mitrakheshet
1899,סיף,sward / fencing,sayif
1900,פירות,fruits,peirot
1901,שאם,that if,she'im
1901,שאם,that a mother,she'em
1902,רעב,hunger,ra'av
1902,רעב,hungry (m.s.),ra'ev
1903,שהן,that they (f.) / that are (f.pl.),shehen
1904,הקברות,the cemetery,[beit] hakvarot
1905,קבלת,reception of / acceptance of,kabalat
1906,השלום,the peace,hashalom
1907,במחצית,at a half / at a middle,bemakhatsit
1907,במחצית,at the half / at the middle,bamakhatsit
1908,נפלה,fell (f.s.),nafla
1909,שלח,sent (m.s.),shalakh
1910,השחור,the black (m.s.),hashakhor
1911,שלם,whole / complete // pay (m.s. imperative),shalem
1912,שהגיע,that/who arrived (m.s.),shehigi'a
1913,פרשת,the affair of / the chapter of / the portion of,parashat
1914,ניתוח,surgery,nituakh
1915,שיא,top / peak,si
1916,בכמה,in how many / in how much / in some,bekhama
1917,בגובה,at a height,begova
1917,בגובה,at the height,bagova
1918,טבע,nature,teva
1919,מימי,from the days of,mimei
1920,מקומיים,local (m.pl.),mekomiyim
1921,מבוסס,well established / well based (m.s.),mevusas
1922,ישירה,direct (f.s.),yeshira
1923,התנועות,the movements / the motions,hatnu'ot
1924,מלח,salt,melakh
1924,מלח,sailor,malakh
1925,סיוע,assistance / aid,siyu'a
1926,האיחוד,the union,ha'ikhud
1927,לצבא,to/for an army,letsava
1927,לצבא,to/for the army,latsava
1928,חופשי,free,khofshi
1929,ירי,shooting / fire,yeri
1930,התושבים,the residents,hatoshavim
1931,ביצורים,fortifications,bitsurim
1931,ביצורים,with/in creatures,beyetsurim
1931,ביצורים,with/in the creatures,bayetsurim
1932,שימשה,was used for (f.s.),shimsha
1933,לספירה,for a count,lesfira
1933,לספירה,for the count / A.D.,lasfira
1934,הלאומית,the national (f.s.),hale'umit
1935,נערכו,prepared / made arrangements / were held / were edited (pl.),ne'erkhu
1936,ההשפעה,the effect / the influence,hahashpa'a
1937,תורת,Torah of / theory of,torat
1938,ובשנת,and in the year [X],uvishnat
1939,משחקי,games of,miskhakei
1939,משחקי,my game / my play,miskhaki
1940,ישנן,there are (f.),yeshnan
1941,פצצות,bombs,ptsatsot
1942,עיריית,municipality of,iriyat
1943,חקר,investigated / researched / inquired (m.s.),khakar
1943,חקר,study of / research of,kheker
1944,זהה,identical,zehe
1945,נפוץ,common (m.s.),nafots
1946,נהוג,customary / conventional / driven (m.s.),nahug
1947,הקוטב,the pole,hakotev
1948,שאתה,that you (m.s.),she'ata
1949,הכרוב,the cabbage / the angel,hakruv
1950,ירד,went down / came down / descended / decreased (m.s.),yarad
1951,קדימה,forward,kadima
1952,מבית,from the house of / from the home of,mibeit
1952,מבית,from a house / from inside,mibayit
1953,ואפילו,and even / and although,ve'afilu
1954,למוות,[to] death,lemavet
1954,למוות,[to the] death,lamavet
1955,שבע,seven,sheva
1955,שבע,satisfied / full (not hungry) (m.s.),save'a
1956,עמוד,page / pillar,amud
1957,עובר,passes / crosses / goes through (m.s.),over
1957,עובר,embryo / fetus,ubar
1958,לשלוח,to send,lishloakh
1959,האמת,the truth,ha'emet
1960,בקיץ,in the summer,bakayits
1961,הלב,the heart,halev
1962,מצאו,found (pl),mats'u
1963,קשות,difficult / hard (f.pl.),kashot
1964,השערים,the gates,hashe'arim
1965,באליפות,in the championship,ba'alifut
1965,באליפות,in a championship,be'alifut
1966,בצבא,in an army,betsava
1966,בצבא,in the army,batsava
1967,להגנה,for defense / for protection,lehagana
1967,להגנה,for the defense / for the protection,lahagana
1968,פרץ,broke into / broke out / burst (m.s.),parats
1969,אישית,personal (f.s.) / private (f.s.) / in person,ishit
1970,השתתפו,participated (pl.),hishtatfu
1971,הכריז,proclaimed / announced / declared (m.s.),hikhriz
1972,יחס,relation / ratio / attitude,yakhas
1973,לשחקן,to/for the player / to/for the actor,lasakhkan
1973,לשחקן,to/for a player / to/for an actor,lesakhkan
1974,הנוף,the view / the landscape / the boughs of a tree,hanof
1975,הנוער,the youth,hano'ar
1976,בדיקה,examination,bdika
1977,הפדרלי,the federal (m.s.),hafederali
1978,הקבוצות,the groups,hakvutsot
1979,נבנתה,was built (f.),nivneta
1980,ישיר,direct / will sing (m.s.),yashir
1981,קצרה,short (f.s.),katsara
1982,מיוחדות,special (f.pl.),meyukhadot
1983,מסורת,tradition,masoret
1984,מודרנית,modern (f.s.),modernit
1985,פלוגות,companies (mil.),plugot
1986,איסור,prohibition / ban,isur
1987,יוצרים,creators / artists / makers (m.),yotsrim
1988,תופעות,phenomena,tofa'ot
1989,בשדרה,in the boulevard,basdera
1989,בשדרה,in a boulevard,besdera
1990,בנחל,in a stream,benakhal
1990,בנחל,in the stream,banakhal
1991,הפילוסופיה,the philosophy,hafilosofia
1992,האנרגיה,the energy,ha'energiya
1993,אנאבוליים,anabolic (pl.),an'aboliyim
1994,אבידות,losses / something which is lost (pl),avedot
1995,אנכי,I / me / myself / selfish,anokhi
1995,אנכי,vertical,anakhi
1996,הרחק,far away,harkhek
1997,האביב,the spring,ha'aviv
1998,המטה,the stick / the wand / the headquarters,hamate
1999,לגובה,up / to a hight,lagova
1999,לגובה,to a hight of,legova
2000,הראש,the head / the leader,harosh
2001,מועד,time / holiday,mo'ed
2001,מועד,prone to (m.s.),mu'ad
2002,לפנות,to evacuate,lefanot
2003,עליהן,on them / about them / on them (f.),aleihen
2004,לעזוב,to leave,la'azov
2005,ידועה,known (f.s.),yedu'a
2006,להסביר,to explain,lehasbir
2007,תלוי,depending on / depends (m.s.) / hung,talui
2008,חייהם,their lives,khayeihem
2009,הסתיים,ended (m.s.),histayem
2010,ברוח,in the wind / with the spirit,baru'akh
2010,ברוח,in a wind / with a spirit,beru'akh
2011,הודות,thanks to,hodot
2012,החלק,the part,hakhelek
2012,החלק,the smooth / the slippery (m.s.),hakhalak
2013,ההחלטה,the decision,hahakhlata
2014,בתים,houses,batim
2015,נרחב,wide / broad (m.s.),nirkhav
2016,קרבות,battles,kravot
2016,קרבות,getting close / approach (f.pl.),krevot
2017,פרטי,private (m.s.),prati
2018,אזרחות,citizenship / nationality,ezrakhut
2019,אזרח,citizen (m.s.),ezrakh
2020,חסרת,lacking (f.s.),khasrat
2021,כוחו,his power / his force / his strength / the power of / the force of / the strength of,kokho
2022,השפעת,the influence of / the affect of,hashpa'at
2022,השפעת,the flu,hashapa'at
2023,הדמות,the image / the figure / the shape / the character,hadmut
2024,בולט,protruding / stands out (m.s.),bolet
2025,רימונים,pomegranates / grenades,rimonim
2026,בירת,the capital of,birat
2027,מאנשי,from the people of / of the people of,me'anshei
2028,הנוצרית,the Christian (f.s.),hanotsrit
2029,גרסה,version,girsa
